Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
17204, 75, 10, 2.333, 7.629, 4.640, 306.634, 0.792, 57.458, 2.027, 1.770, 8.000, 0.874, 5.000, -1, 0.000, 0, 0, False, 12545.0, 13622.0, 15033.0, 0.215, 100.000, 19.0, -1, True, 14331.0, 0.349, 100.000, 22.0, -1, True, 13622.0, 0.217, 100.000, 27.0, -1, True, 14835.0, 0.200, 100.000, 23.0, -1, True, 14516.0, 0.214, 100.000, 20.0, -1, True, 14868.0, 0.199, 100.000, 19.0, -1, True, 13622.0
17205, 94, 18, 2.681, 13.698, 4.862, 292.460, 0.963, 11.450, 3.851, 2.751, 14.000, 0.714, 9.000, -1, 0.000, 0, 0, False, 15056.0, 15112.0, 15294.0, 0.648, 100.000, 58.0, -1, True, 15682.0, 1.033, 100.000, 47.0, -1, True, 15112.0, 0.685, 100.000, 56.0, -1, True, 15255.0, 0.876, 100.000, 55.0, -1, True, 15511.0, 0.898, 100.000, 47.0, -1, True, 15242.0, 0.673, 100.000, 55.0, -1, True, 15112.0
17206, 67, 14, 2.299, 10.578, 0.881, 300.922, 0.852, 41.155, 2.493, 2.279, 11.000, 0.914, 7.000, -1, 0.000, 0, 0, False, 3923.0, 6608.0, 8007.0, 0.288, 100.000, 53.0, -1, True, 6608.0, 1.379, 100.000, 66.0, -1, True, 6637.0, 0.335, 100.000, 68.0, -1, True, 7268.0, 0.373, 100.000, 67.0, -1, True, 6986.0, 0.324, 100.000, 62.0, -1, True, 7809.0, 0.322, 100.000, 53.0, -1, True, 6608.0
17207, 55, 12, 2.582, 8.951, 1.018, 286.366, 0.939, 18.113, 2.618, 1.977, 9.000, 0.755, 6.000, -1, 0.000, 0, 0, False, 2696.0, 2753.0, 3592.0, 0.161, 100.000, 108.0, -1, True, 3076.0, 1.015, 100.000, 131.0, -1, True, 2753.0, 0.195, 100.000, 143.0, -1, True, 3432.0, 0.210, 100.000, 130.0, -1, True, 2922.0, 0.192, 100.000, 131.0, -1, True, 3455.0, 0.198, 100.000, 111.0, -1, True, 2753.0
17208, 74, 12, 7.446, 3.465, 4.676, 299.771, 0.461, 112.566, 4.459, 0.666, 3.000, 0.149, 3.000, -1, 0.000, 0, 0, False, 11467.0, 11649.0, 11747.0, 0.374, 100.000, 2.0, -1, True, 11665.0, 0.518, 100.000, 4.0, -1, True, 11649.0, 0.375, 100.000, 4.0, -1, True, 11930.0, 0.334, 100.000, 2.0, -1, True, 11666.0, 0.338, 100.000, 4.0, -1, True, 11863.0, 0.332, 100.000, 3.0, -1, True, 11649.0
17209, 61, 10, 7.869, 3.002, 4.311, 300.215, 0.672, 73.288, 3.475, 0.808, 3.000, 0.233, 3.000, -1, 0.000, 0, 0, False, 8733.0, 8759.0, 8798.0, 0.197, 100.000, 5.0, -1, True, 8866.0, 0.285, 100.000, 5.0, -1, True, 8759.0, 0.215, 100.000, 7.0, -1, True, 8826.0, 0.187, 100.000, 6.0, -1, True, 8906.0, 0.188, 100.000, 6.0, -1, True, 8793.0, 0.186, 100.000, 4.0, -1, True, 8759.0
17210, 92, 11, 7.630, 3.516, 0.935, 296.269, 0.468, 109.917, 4.391, 0.864, 3.500, 0.197, 4.000, -1, 0.000, 0, 0, False, 1890.0, 3844.0, 4569.0, 0.456, 100.000, 16.0, -1, True, 3844.0, 4.615, 100.000, 8.0, -1, True, 4134.0, 0.466, 100.000, 12.0, -1, True, 4514.0, 0.479, 100.000, 13.0, -1, True, 4616.0, 0.526, 100.000, 14.0, -1, True, 4762.0, 0.457, 100.000, 8.0, -1, True, 3844.0
17211, 63, 11, 7.651, 3.546, 0.952, 307.790, 0.702, 61.429, 4.317, 0.913, 4.000, 0.211, 4.000, -1, 0.000, 0, 0, False, 1612.0, 2205.0, 2205.0, 0.299, 100.000, 54.0, -1, True, 2580.0, 2.062, 100.000, 43.0, -1, True, 2260.0, 0.280, 100.000, 43.0, -1, True, 2379.0, 0.295, 100.000, 43.0, -1, True, 2304.0, 0.256, 100.000, 50.0, -1, True, 2324.0, 0.248, 100.000, 35.0, -1, True, 2205.0
17212, 52, 15, 7.327, 11.633, 3.808, 295.866, 0.864, 37.277, 5.846, 1.178, 12.000, 0.201, 4.000, -1, 0.000, 0, 0, False, 6183.0, 6630.0, 6926.0, 0.496, 100.000, 27.0, -1, True, 6985.0, 0.972, 100.000, 31.0, -1, True, 6630.0, 0.538, 100.000, 33.0, -1, True, 6978.0, 0.517, 100.000, 26.0, -1, True, 7187.0, 0.517, 100.000, 23.0, -1, True, 6818.0, 0.535, 100.000, 35.0, -1, True, 6630.0
17213, 55, 19, 7.382, 14.584, 4.218, 297.094, 0.962, 11.091, 7.400, 1.594, 15.000, 0.215, 6.000, -1, 0.000, 0, 0, False, 6902.0, 6955.0, 6974.0, 0.718, 100.000, 38.0, -1, True, 7185.0, 1.253, 100.000, 38.0, -1, True, 6955.0, 0.690, 100.000, 41.0, -1, True, 6978.0, 0.715, 100.000, 41.0, -1, True, 7124.0, 0.703, 100.000, 36.0, -1, True, 6974.0, 0.692, 100.000, 40.0, -1, True, 6955.0
17214, 99, 18, 7.727, 13.489, 0.929, 304.442, 0.885, 32.972, 7.576, 1.478, 13.000, 0.195, 7.000, -1, 0.000, 0, 0, False, 1840.0, 6352.0, 7621.0, 2.648, 100.000, 140.0, -1, True, 6352.0, 30.780, 100.000, 158.0, -1, True, 6893.0, 3.084, 100.000, 153.0, -1, True, 7733.0, 3.077, 100.000, 133.0, -1, True, 7404.0, 3.475, 100.000, 137.0, -1, True, 7745.0, 3.141, 100.000, 144.0, -1, True, 6352.0
17215, 74, 11, 7.743, 8.567, 0.959, 301.422, 0.941, 20.027, 4.257, 0.922, 9.000, 0.217, 4.000, -1, 0.000, 0, 0, False, 2966.0, 2993.0, 3978.0, 0.809, 100.000, 166.0, -1, True, 3572.0, 5.654, 100.000, 210.0, -1, True, 2993.0, 0.965, 100.000, 215.0, -1, True, 3663.0, 0.935, 100.000, 191.0, -1, True, 3125.0, 1.039, 100.000, 233.0, -1, True, 3401.0, 0.984, 100.000, 201.0, -1, True, 2993.0
17216, 41, 3, 2.439, 1.450, 3.951, 290.110, 0.119, 220.324, 0.537, 0.505, 1.000, 0.941, 1.000, -1, 0.000, 0, 0, False, 6887.0, 7307.0, 7413.0, 0.015, 100.000, 0.0, -1, False, 7848.0, 0.019, 100.000, 0.0, -1, False, 7307.0, 0.015, 100.000, 0.0, -1, False, 8181.0, 0.011, 100.000, 0.0, -1, False, 8047.0, 0.020, 100.000, 0.0, -1, False, 7993.0, 0.020, 100.000, 0.0, -1, False, 7307.0
17217, 17, 4, 2.353, 1.425, 2.824, 304.400, 0.318, 190.702, 0.529, 0.514, 1.000, 0.972, 1.000, -1, 0.000, 0, 0, False, 2774.0, 3081.0, 3081.0, 0.008, 100.000, 0.0, -1, False, 3184.0, 0.003, 100.000, 0.0, -1, False, 3081.0, 0.010, 100.000, 0.0, -1, False, 3329.0, 0.000, 100.000, 0.0, -1, False, 3119.0, 0.008, 100.000, 0.0, -1, False, 3081.0, 0.003, 100.000, 0.0, -1, False, 3081.0
17218, 31, 7, 2.806, 2.563, 0.806, 293.276, 0.362, 143.242, 1.355, 1.142, 3.000, 0.843, 3.000, -1, 0.000, 0, 0, False, 1313.0, 2364.0, 2679.0, 0.021, 100.000, 1.0, -1, True, 2725.0, 0.084, 100.000, 0.0, -1, False, 2364.0, 0.025, 100.000, 0.0, -1, False, 2768.0, 0.020, 100.000, 0.0, -1, False, 2425.0, 0.025, 100.000, 0.0, -1, False, 2939.0, 0.018, 100.000, 1.0, -1, True, 2364.0
17219, 16, 7, 2.375, 2.526, 0.688, 308.395, 0.618, 95.656, 1.312, 0.793, 3.000, 0.604, 2.000, -1, 0.000, 0, 0, False, 1812.0, 1908.0, 2106.0, 0.000, 100.000, 2.0, -1, True, 1931.0, 0.023, 100.000, 2.0, -1, True, 1908.0, 0.005, 100.000, 1.0, -1, True, 2137.0, 0.003, 100.000, 0.0, -1, False, 1908.0, 0.007, 100.000, 1.0, -1, True, 2108.0, 0.002, 100.000, 2.0, -1, True, 1908.0
17220, 31, 3, 2.258, 2.543, 3.903, 289.843, 0.364, 147.899, 0.484, 0.508, 3.000, 1.050, 1.000, -1, 0.000, 0, 0, False, 4755.0, 6475.0, 6475.0, 0.015, 100.000, 1.0, -1, True, 6779.0, 0.030, 100.000, 0.0, -1, False, 6685.0, 0.015, 100.000, 1.0, -1, True, 6969.0, 0.015, 100.000, 1.0, -1, True, 6860.0, 0.013, 100.000, 0.0, -1, False, 6895.0, 0.013, 100.000, 1.0, -1, True, 6475.0
17221, 27, 5, 2.222, 4.100, 3.074, 297.433, 0.879, 46.992, 0.778, 0.892, 4.000, 1.146, 2.000, -1, 0.000, 0, 0, False, 3409.0, 3603.0, 3852.0, 0.015, 100.000, 16.0, -1, True, 4200.0, 0.029, 100.000, 10.0, -1, True, 3603.0, 0.016, 100.000, 16.0, -1, True, 3956.0, 0.016, 100.000, 15.0, -1, True, 3742.0, 0.015, 100.000, 15.0, -1, True, 3739.0, 0.016, 100.000, 17.0, -1, True, 3603.0
17222, 48, 5, 2.250, 4.037, 1.000, 300.694, 0.616, 101.631, 0.667, 0.781, 4.000, 1.171, 2.000, -1, 0.000, 0, 0, False, 2240.0, 6541.0, 7295.0, 0.060, 100.000, 9.0, -1, True, 6549.0, 0.213, 100.000, 11.0, -1, True, 6694.0, 0.052, 100.000, 13.0, -1, True, 7380.0, 0.055, 100.000, 8.0, -1, True, 6541.0, 0.069, 100.000, 14.0, -1, True, 6720.0, 0.060, 100.000, 15.0, -1, True, 6541.0
17223, 47, 4, 2.447, 2.913, 0.702, 304.374, 0.806, 72.976, 0.809, 0.825, 3.000, 1.020, 2.000, -1, 0.000, 0, 0, False, 2626.0, 3790.0, 4765.0, 0.030, 100.000, 19.0, -1, True, 5081.0, 0.170, 100.000, 24.0, -1, True, 3790.0, 0.040, 100.000, 36.0, -1, True, 4104.0, 0.050, 100.000, 27.0, -1, True, 3869.0, 0.040, 100.000, 32.0, -1, True, 4401.0, 0.040, 100.000, 22.0, -1, True, 3790.0
17224, 41, 5, 7.902, 1.485, 3.634, 296.725, 0.124, 223.048, 1.000, 0.000, 1.000, 0.000, 0.000, -1, 0.000, 0, 0, False, 6044.0, 6044.0, 6213.0, 0.065, 100.000, 0.0, -1, False, 6397.0, 0.095, 100.000, 0.0, -1, False, 6044.0, 0.060, 100.000, 0.0, -1, False, 6283.0, 0.055, 100.000, 0.0, -1, False, 6144.0, 0.050, 100.000, 0.0, -1, False, 6044.0, 0.050, 100.000, 0.0, -1, False, 6044.0
17225, 41, 7, 7.854, 2.565, 4.829, 301.714, 0.632, 88.435, 2.854, 0.358, 3.000, 0.125, 1.000, -1, 0.000, 0, 0, False, 7001.0, 7079.0, 7100.0, 0.100, 100.000, 1.0, -1, True, 7115.0, 0.130, 100.000, 2.0, -1, True, 7079.0, 0.110, 100.000, 4.0, -1, True, 7096.0, 0.095, 100.000, 5.0, -1, True, 7141.0, 0.095, 100.000, 3.0, -1, True, 7126.0, 0.100, 100.000, 3.0, -1, True, 7079.0
17226, 31, 3, 7.645, 1.409, 0.806, 296.456, 0.108, 230.952, 1.000, 0.000, 1.000, 0.000, 0.000, -1, 0.000, 0, 0, False, 1125.0, 2686.0, 3121.0, 0.029, 100.000, 0.0, -1, False, 2866.0, 0.148, 100.000, 0.0, -1, False, 2686.0, 0.026, 100.000, 0.0, -1, False, 3428.0, 0.033, 100.000, 0.0, -1, False, 2985.0, 0.029, 100.000, 0.0, -1, False, 3009.0, 0.027, 100.000, 0.0, -1, False, 2686.0
17227, 10, 8, 7.400, 2.459, 0.500, 295.203, 0.649, 89.187, 2.600, 0.699, 2.000, 0.269, 2.000, -1, 0.000, 0, 0, False, 659.0, 659.0, 659.0, 0.009, 100.000, 1.0, -1, True, 676.0, 0.029, 100.000, 1.0, -1, True, 659.0, 0.009, 100.000, 2.0, -1, True, 749.0, 0.009, 100.000, 1.0, -1, True, 659.0, 0.008, 100.000, 1.0, -1, True, 849.0, 0.009, 100.000, 1.0, -1, True, 659.0
17228, 23, 4, 7.304, 2.970, 3.696, 302.161, 0.455, 134.908, 1.913, 0.288, 3.000, 0.151, 1.000, -1, 0.000, 0, 0, False, 3365.0, 3943.0, 4097.0, 0.027, 100.000, 1.0, -1, True, 3997.0, 0.044, 100.000, 2.0, -1, True, 3943.0, 0.028, 100.000, 0.0, -1, False, 4166.0, 0.029, 100.000, 1.0, -1, True, 4091.0, 0.034, 100.000, 1.0, -1, True, 3943.0, 0.027, 100.000, 0.0, -1, False, 3943.0
17229, 18, 8, 7.667, 5.928, 2.222, 295.993, 0.915, 29.099, 3.611, 1.037, 6.000, 0.287, 4.000, -1, 0.000, 0, 0, False, 1542.0, 1644.0, 1720.0, 0.039, 100.000, 17.0, -1, True, 1710.0, 0.100, 100.000, 18.0, -1, True, 1644.0, 0.039, 100.000, 19.0, -1, True, 1743.0, 0.040, 100.000, 21.0, -1, True, 1662.0, 0.044, 100.000, 21.0, -1, True, 1720.0, 0.039, 100.000, 16.0, -1, True, 1644.0
17230, 24, 3, 7.708, 2.459, 0.833, 296.141, 0.379, 154.523, 0.958, 0.204, 2.000, 0.213, 1.000, -1, 0.000, 0, 0, False, 1295.0, 3069.0, 3179.0, 0.028, 100.000, 1.0, -1, True, 3069.0, 0.117, 100.000, 0.0, -1, False, 3401.0, 0.041, 100.000, 1.0, -1, True, 3498.0, 0.040, 100.000, 1.0, -1, True, 3406.0, 0.029, 100.000, 2.0, -1, True, 3143.0, 0.028, 100.000, 1.0, -1, True, 3069.0
17231, 11, 9, 7.727, 6.988, 0.818, 302.906, 0.926, 24.976, 3.818, 0.405, 7.000, 0.106, 1.000, -1, 0.000, 0, 0, False, 915.0, 972.0, 1129.0, 0.022, 100.000, 8.0, -1, True, 1019.0, 0.049, 100.000, 7.0, -1, True, 987.0, 0.023, 100.000, 10.0, -1, True, 1037.0, 0.023, 100.000, 10.0, -1, True, 972.0, 0.028, 100.000, 9.0, -1, True, 1129.0, 0.028, 100.000, 8.0, -1, True, 972.0
17232, 56, 9, 2.464, 2.326, 4.321, 298.935, 0.314, 154.377, 1.429, 1.204, 2.000, 0.843, 3.000, -1, 0.000, 0, 0, False, 9019.0, 9456.0, 9456.0, 0.051, 100.000, 0.0, -1, False, 10297.0, 0.077, 100.000, 0.0, -1, False, 9456.0, 0.051, 100.000, 0.0, -1, False, 10199.0, 0.047, 100.000, 1.0, -1, True, 10073.0, 0.047, 100.000, 1.0, -1, True, 10162.0, 0.050, 100.000, 0.0, -1, False, 9456.0
17233, 57, 4, 2.649, 1.523, 4.895, 305.298, 0.386, 176.113, 0.632, 0.487, 2.000, 0.771, 1.000, -1, 0.000, 0, 0, False, 9727.0, 10260.0, 10260.0, 0.053, 100.000, 1.0, -1, True, 10412.0, 0.084, 100.000, 1.0, -1, True, 10326.0, 0.055, 100.000, 0.0, -1, False, 10494.0, 0.048, 100.000, 2.0, -1, True, 10760.0, 0.052, 100.000, 0.0, -1, False, 10534.0, 0.048, 100.000, 2.0, -1, True, 10260.0
17234, 66, 6, 2.485, 2.073, 0.864, 301.787, 0.254, 177.159, 1.061, 0.820, 2.000, 0.774, 2.000, -1, 0.000, 0, 0, False, 1675.0, 4785.0, 5168.0, 0.086, 100.000, 0.0, -1, False, 5302.0, 0.615, 100.000, 0.0, -1, False, 5082.0, 0.053, 100.000, 1.0, -1, True, 5880.0, 0.057, 100.000, 0.0, -1, False, 4785.0, 0.050, 100.000, 1.0, -1, True, 5510.0, 0.060, 100.000, 0.0, -1, False, 4785.0
17235, 83, 6, 2.422, 1.980, 0.807, 299.761, 0.526, 121.759, 0.952, 0.896, 2.000, 0.941, 2.000, -1, 0.000, 0, 0, False, 1808.0, 4347.0, 4942.0, 0.091, 100.000, 13.0, -1, True, 5350.0, 0.751, 100.000, 10.0, -1, True, 4347.0, 0.094, 100.000, 10.0, -1, True, 4866.0, 0.106, 100.000, 14.0, -1, True, 4713.0, 0.109, 100.000, 9.0, -1, True, 5500.0, 0.079, 100.000, 10.0, -1, True, 4347.0
17236, 73, 9, 2.301, 7.024, 4.726, 296.268, 0.779, 59.808, 1.411, 1.432, 7.000, 1.015, 4.000, -1, 0.000, 0, 0, False, 12813.0, 13753.0, 14591.0, 0.191, 100.000, 15.0, -1, True, 15358.0, 0.247, 100.000, 13.0, -1, True, 13753.0, 0.199, 100.000, 21.0, -1, True, 14417.0, 0.302, 100.000, 17.0, -1, True, 14696.0, 0.281, 100.000, 15.0, -1, True, 14652.0, 0.215, 100.000, 18.0, -1, True, 13753.0
17237, 73, 6, 2.644, 4.565, 4.493, 302.285, 0.885, 40.691, 1.384, 1.036, 5.000, 0.749, 3.000, -1, 0.000, 0, 0, False, 11824.0, 11933.0, 12281.0, 0.145, 100.000, 30.0, -1, True, 12882.0, 0.222, 100.000, 27.0, -1, True, 11933.0, 0.162, 100.000, 38.0, -1, True, 12213.0, 0.153, 100.000, 39.0, -1, True, 12697.0, 0.146, 100.000, 32.0, -1, True, 12075.0, 0.157, 100.000, 36.0, -1, True, 11933.0
17238, 54, 8, 2.630, 6.056, 0.778, 298.570, 0.734, 69.487, 1.685, 1.451, 6.000, 0.861, 4.000, -1, 0.000, 0, 0, False, 2273.0, 5965.0, 6716.0, 0.140, 100.000, 26.0, -1, True, 6190.0, 0.563, 100.000, 26.0, -1, True, 6347.0, 0.141, 100.000, 32.0, -1, True, 5965.0, 0.171, 100.000, 27.0, -1, True, 6114.0, 0.149, 100.000, 30.0, -1, True, 6392.0, 0.134, 100.000, 34.0, -1, True, 5965.0
17239, 69, 9, 2.609, 7.017, 1.014, 298.556, 0.922, 24.941, 1.957, 1.366, 7.000, 0.698, 4.000, -1, 0.000, 0, 0, False, 2046.0, 3493.0, 4040.0, 0.218, 100.000, 141.0, -1, True, 3719.0, 1.263, 100.000, 144.0, -1, True, 3493.0, 0.241, 100.000, 161.0, -1, True, 4149.0, 0.218, 100.000, 155.0, -1, True, 3642.0, 0.230, 100.000, 149.0, -1, True, 3965.0, 0.202, 100.000, 134.0, -1, True, 3493.0
17240, 78, 6, 7.551, 2.017, 4.385, 299.976, 0.252, 178.105, 1.897, 0.305, 2.000, 0.161, 1.000, -1, 0.000, 0, 0, False, 9763.0, 9883.0, 10478.0, 0.215, 100.000, 0.0, -1, False, 10540.0, 0.367, 100.000, 0.0, -1, False, 9883.0, 0.211, 100.000, 0.0, -1, False, 10364.0, 0.201, 100.000, 0.0, -1, False, 10428.0, 0.210, 100.000, 0.0, -1, False, 10360.0, 0.232, 100.000, 0.0, -1, False, 9883.0
17241, 84, 8, 7.369, 2.435, 4.786, 300.005, 0.606, 94.062, 2.714, 0.505, 2.000, 0.186, 2.000, -1, 0.000, 0, 0, False, 11254.0, 11322.0, 11572.0, 0.360, 100.000, 4.0, -1, True, 11633.0, 0.655, 100.000, 4.0, -1, True, 11322.0, 0.343, 100.000, 6.0, -1, True, 11644.0, 0.261, 100.000, 5.0, -1, True, 11508.0, 0.355, 100.000, 7.0, -1, True, 11697.0, 0.375, 100.000, 3.0, -1, True, 11322.0
17242, 52, 6, 7.385, 2.026, 0.827, 299.198, 0.258, 176.896, 1.808, 0.445, 2.000, 0.246, 2.000, -1, 0.000, 0, 0, False, 1581.0, 3082.0, 3468.0, 0.118, 100.000, 0.0, -1, False, 3247.0, 0.789, 100.000, 0.0, -1, False, 3415.0, 0.111, 100.000, 0.0, -1, False, 3863.0, 0.102, 100.000, 0.0, -1, False, 3082.0, 0.097, 100.000, 1.0, -1, True, 3647.0, 0.094, 100.000, 1.0, -1, True, 3082.0
17243, 99, 7, 7.424, 2.483, 1.020, 297.231, 0.606, 92.242, 2.646, 0.559, 2.000, 0.211, 2.000, -1, 0.000, 0, 0, False, 2734.0, 3847.0, 4674.0, 0.430, 100.000, 23.0, -1, True, 3847.0, 4.844, 100.000, 57.0, -1, True, 3873.0, 0.393, 100.000, 40.0, -1, True, 4779.0, 0.404, 100.000, 30.0, -1, True, 3956.0, 0.525, 100.000, 43.0, -1, True, 4610.0, 0.540, 100.000, 23.0, -1, True, 3847.0
17244, 87, 4, 7.310, 3.006, 4.805, 301.928, 0.460, 133.108, 1.862, 0.347, 3.000, 0.186, 1.000, -1, 0.000, 0, 0, False, 13118.0, 14422.0, 15523.0, 0.390, 100.000, 3.0, -1, True, 15224.0, 0.525, 100.000, 5.0, -1, True, 14422.0, 0.481, 100.000, 8.0, -1, True, 15978.0, 0.445, 100.000, 6.0, -1, True, 14706.0, 0.454, 100.000, 8.0, -1, True, 15813.0, 0.457, 100.000, 5.0, -1, True, 14422.0
17245, 62, 8, 7.371, 6.068, 4.081, 303.919, 0.909, 29.917, 3.581, 0.737, 6.000, 0.206, 3.000, -1, 0.000, 0, 0, False, 8129.0, 8304.0, 8413.0, 0.454, 100.000, 40.0, -1, True, 8462.0, 0.831, 100.000, 47.0, -1, True, 8304.0, 0.435, 100.000, 40.0, -1, True, 8518.0, 0.468, 100.000, 44.0, -1, True, 8585.0, 0.445, 100.000, 30.0, -1, True, 8360.0, 0.456, 100.000, 42.0, -1, True, 8304.0
17246, 93, 9, 7.333, 6.971, 0.849, 299.069, 0.775, 61.096, 3.634, 0.586, 7.000, 0.161, 3.000, -1, 0.000, 0, 0, False, 3254.0, 8129.0, 9419.0, 1.284, 100.000, 56.0, -1, True, 8269.0, 10.432, 100.000, 76.0, -1, True, 8280.0, 1.439, 100.000, 80.0, -1, True, 9431.0, 1.453, 100.000, 66.0, -1, True, 8129.0, 1.412, 100.000, 76.0, -1, True, 8623.0, 1.163, 100.000, 80.0, -1, True, 8129.0
17247, 73, 4, 7.863, 3.019, 0.904, 302.892, 0.818, 68.376, 1.932, 0.254, 3.000, 0.132, 1.000, -1, 0.000, 0, 0, False, 2332.0, 4439.0, 5114.0, 0.291, 100.000, 68.0, -1, True, 4927.0, 2.182, 100.000, 64.0, -1, True, 4439.0, 0.288, 100.000, 69.0, -1, True, 4550.0, 0.325, 100.000, 72.0, -1, True, 4519.0, 0.320, 100.000, 71.0, -1, True, 4700.0, 0.296, 100.000, 77.0, -1, True, 4439.0
17248, 29, 19, 2.448, 4.563, 4.138, 303.718, 0.519, 87.315, 3.207, 2.896, 4.000, 0.903, 8.000, -1, 0.000, 0, 0, False, 6476.0, 6476.0, 6476.0, 0.027, 100.000, 1.0, -1, True, 6756.0, 0.033, 100.000, 1.0, -1, True, 6476.0, 0.027, 100.000, 1.0, -1, True, 6476.0, 0.027, 100.000, 1.0, -1, True, 6886.0, 0.027, 100.000, 0.0, -1, False, 6476.0, 0.028, 100.000, 1.0, -1, True, 6476.0
17249, 48, 11, 2.042, 3.622, 3.979, 298.878, 0.748, 58.231, 1.438, 1.623, 4.000, 1.129, 5.000, -1, 0.000, 0, 0, False, 7339.0, 7646.0, 7851.0, 0.049, 100.000, 8.0, -1, True, 7669.0, 0.106, 100.000, 9.0, -1, True, 7646.0, 0.070, 100.000, 10.0, -1, True, 7793.0, 0.045, 100.000, 9.0, -1, True, 7764.0, 0.046, 100.000, 9.0, -1, True, 7697.0, 0.046, 100.000, 10.0, -1, True, 7646.0
17250, 21, 18, 2.381, 5.180, 0.667, 310.660, 0.604, 81.239, 3.238, 3.161, 5.000, 0.976, 8.000, -1, 0.000, 0, 0, False, 972.0, 1436.0, 1617.0, 0.025, 100.000, 8.0, -1, True, 1456.0, 0.085, 100.000, 8.0, -1, True, 1456.0, 0.025, 100.000, 5.0, -1, True, 1468.0, 0.019, 100.000, 7.0, -1, True, 1436.0, 0.020, 100.000, 6.0, -1, True, 1891.0, 0.019, 100.000, 6.0, -1, True, 1436.0
17251, 45, 14, 2.689, 4.397, 0.911, 298.521, 0.816, 43.526, 2.644, 1.932, 5.000, 0.731, 6.000, -1, 0.000, 0, 0, False, 2586.0, 2586.0, 2701.0, 0.058, 100.000, 30.0, -1, True, 3147.0, 0.236, 100.000, 23.0, -1, True, 2792.0, 0.056, 100.000, 30.0, -1, True, 3031.0, 0.066, 100.000, 26.0, -1, True, 2844.0, 0.064, 100.000, 15.0, -1, True, 2586.0, 0.057, 100.000, 22.0, -1, True, 2586.0
17252, 30, 19, 2.500, 14.227, 2.733, 311.720, 0.893, 31.905, 4.000, 2.779, 14.000, 0.695, 9.000, -1, 0.000, 0, 0, False, 4348.0, 4791.0, 5338.0, 0.084, 100.000, 13.0, -1, True, 5168.0, 0.153, 100.000, 14.0, -1, True, 4791.0, 0.083, 100.000, 21.0, -1, True, 5288.0, 0.081, 100.000, 15.0, -1, True, 5476.0, 0.079, 100.000, 15.0, -1, True, 4851.0, 0.082, 100.000, 21.0, -1, True, 4791.0
17253, 14, 12, 2.357, 9.273, 2.357, 303.545, 0.941, 19.075, 2.071, 1.900, 9.000, 0.917, 6.000, -1, 0.001, 0, 0, False, 2431.0, 2431.0, 2540.0, 0.011, 100.000, 9.0, -1, True, 2540.0, 0.024, 100.000, 9.0, -1, True, 2431.0, 0.012, 100.000, 13.0, -1, True, 2556.0, 0.010, 100.000, 12.0, -1, True, 2557.0, 0.016, 100.000, 11.0, -1, True, 2518.0, 0.013, 100.000, 11.0, -1, True, 2431.0
17254, 47, 10, 2.298, 7.370, 0.809, 287.278, 0.782, 55.393, 1.723, 1.677, 7.000, 0.973, 5.000, -1, 0.000, 0, 0, False, 1816.0, 4279.0, 5192.0, 0.085, 100.000, 31.0, -1, True, 4279.0, 0.645, 100.000, 33.0, -1, True, 4838.0, 0.110, 100.000, 31.0, -1, True, 5414.0, 0.115, 100.000, 28.0, -1, True, 4894.0, 0.099, 100.000, 27.0, -1, True, 5158.0, 0.095, 100.000, 27.0, -1, True, 4279.0
17255, 36, 19, 2.444, 15.080, 0.972, 306.239, 0.964, 10.972, 3.333, 3.321, 16.000, 0.996, 9.000, -1, 0.000, 0, 0, False, 2623.0, 2623.0, 2787.0, 0.130, 100.000, 74.0, -1, True, 2757.0, 0.399, 100.000, 82.0, -1, True, 2623.0, 0.126, 100.000, 91.0, -1, True, 2933.0, 0.129, 100.000, 71.0, -1, True, 2700.0, 0.129, 100.000, 83.0, -1, True, 2914.0, 0.140, 100.000, 71.0, -1, True, 2623.0
17256, 29, 11, 7.138, 3.643, 3.310, 302.604, 0.504, 107.775, 4.138, 0.953, 4.000, 0.230, 3.000, -1, 0.000, 0, 0, False, 4206.0, 4329.0, 4329.0, 0.053, 100.000, 1.0, -1, True, 4338.0, 0.091, 100.000, 0.0, -1, False, 4329.0, 0.055, 100.000, 1.0, -1, True, 4545.0, 0.067, 100.000, 0.0, -1, False, 4456.0, 0.052, 100.000, 0.0, -1, False, 4329.0, 0.055, 100.000, 1.0, -1, True, 4329.0
